uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253718905906	0.00669649713812	0.00860455294743	0.0408765332531	0.000580707122596	0.4	0.125	0.75	0.178403755869
1392518336	0.000287628257312	0.00285676254057	0.0175206281305	0.0137621621	0.00245683782637	0.7	0.125	0.666666666667	0.746478873239
361208576	0.000152471835398	0.00196935721136	0.00712414115681	0.00218577769434	0.000625376901257	0.5	0.25	0.416666666667	0.605633802817
1535215357	0.000571408644961	0.00831430531522	0.170698745283	0.168877667329	0.00151877247448	0.7	0.0	0.666666666667	0.107981220657
4396196375	0.000299652850009	0.00331070449744	0.0335644773828	0.0518399037568	0.0016751166998	0.9	0.0	0.833333333333	0.746478873239
17938477	8.03242792159e-05	0.00170654871002	0.00496528298117	0.0154115526301	0.00125075380251	0.2	0.25	1.0	0.18779342723
720288026681716737	1.73154134837e-05	0.000238916819403	0.00869991689713	7.08797324194e-05	0.00194313537176	1.0	0.125	0.75	0.403755868545
174004739	8.82605103959e-05	0.00641321005225	0.0512267890958	0.25462490254	0.000625376901257	0.4	0.0	0.75	0.0
53783678	0.000183254792702	0.00369979760332	0.0358232406487	0.133740476733	0.00116141424519	0.3	0.25	0.5	0.568075117371
257662370	0.000184697743826	0.00470324824481	0.0174833907788	0.0180436810719	0.000647711790588	0.5	0.25	0.916666666667	0.413145539906
4795355113	6.87806702267e-05	0.00138571755254	0.000703876771612	0.000798833741051	0.000178679114645	1.0	0.25	0.916666666667	0.75117370892
1633971270	2.74160713491e-05	0.000201372747782	0.00696520124064	0.0113541668662	4.46697786612e-05	0.7	0.125	0.833333333333	0.37558685446
2803810119	1.39485275285e-05	0.00110584356409	0.00358295982453	0.015739131934	6.70046679919e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.0114031617464	0.0827573731437	0.0113346865932	0.00380068619244	0.00527103388203	0.7	0.0	0.916666666667	0.600938967136
102071251	8.3691165171e-05	0.00266904218247	0.00514783682774	0.00132755823153	0.000491367565274	0.4	0.125	0.25	0.49765258216
3358825450	8.22482140474e-05	0.000460768151705	0.00412517199569	0.020422941279	0.0	0.9	0.0	0.75	0.0892018779343
555940842	0.00010437346461	0.00141643542932	0.0385224945393	0.0237198066707	0.000111674446653	0.6	0.0	0.75	0.276995305164
2469354073	2.06822994388e-05	0.000153589383902	0.000133509529583	3.44820319878e-05	0.000268018671967	0.8	0.125	1.0	0.0
360464656	9.54752660141e-05	0.00281921846895	0.0744165769791	0.02512399164	0.000312688450629	0.5	0.125	0.75	0.69014084507
77243076	2.16442668546e-05	0.000645075412387	0.0111884618703	7.66267377507e-06	0.000223348893306	0.3	0.25	0.75	0.239436619718
1731752761	3.6073778091e-06	0.000139936994222	4.26867203429e-05	0.00011685577507	0.0	0.7	0.0	0.666666666667	0.173708920188
2330149164	0.000105094940172	0.00161098198226	0.0232515473936	0.00278155058035	0.000268018671967	0.8	0.0	0.666666666667	0.112676056338
2830586398	4.11241070237e-05	0.00135841277318	0.00107806674568	0.00134863058441	6.70046679919e-05	0.8	0.25	1.0	0.389671361502
443273019	5.31486997207e-05	0.000576813463987	0.00979433174848	0.00500372597512	2.23348893306e-05	0.5	0.125	0.666666666667	0.68544600939
2591381383	0.00142755964499	0.00605824792057	0.00301622549487	0.000346735988322	0.00810756482702	0.8	0.25	1.0	0.732394366197
1093716612	3.77572210685e-05	0.00083962196533	0.0027255925053	0.00152870341813	0.000156344225314	0.7	0.125	1.0	0.342723004695
36620392	0.000128903633712	0.00424930628795	0.0292349540664	0.00988868050673	0.000670046679919	0.3	0.125	0.833333333333	0.140845070423
3437626995	4.08836151697e-06	0.000143350091642	5.99430540986e-05	2.29880213252e-05	0.0	0.9	0.0	1.0	0.103286384977
387962514	0.000129144125566	0.0129253999297	0.00123700666185	0.00571827030465	0.000201014003976	0.5	0.125	1.0	0.553990610329
2938363689	1.587246236e-05	0.000477833638806	0.000412335553951	1.14940106626e-05	6.70046679919e-05	0.8	0.0	0.666666666667	0.75117370892
20930398	0.000250592511805	0.00515719020168	0.0716128768579	0.000904195505459	0.00326089384227	0.3	0.125	0.166666666667	0.661971830986
143697407	0.000114474122475	0.000146763189062	0.0215286387023	0.0118809756883	0.000134009335984	0.4	0.125	0.583333333333	0.0
2291500309	1.2024592697e-06	0.000105806020021	7.26582473923e-06	1.91566844377e-06	0.0	0.8	0.125	0.75	0.107981220657
352663209	4.88198463498e-05	0.000539269392366	0.00952004686457	0.00423554292917	4.46697786612e-05	0.5	0.0	0.5	0.169014084507
14616266	0.000626962263221	0.0110174784719	0.0836568895913	0.0206623998345	0.00922430929355	0.2	0.0	0.75	0.746478873239
2277153890	0.000182052333432	0.00317418060064	0.0053921501846	0.00733701013963	0.00176445625712	0.8	0.125	0.666666666667	0.474178403756
455246957	8.56151000025e-05	0.00156319861838	0.00806052432008	0.021903752986	0.000647711790588	0.6	0.0	0.25	0.713615023474
1400974436	0.00011110723652	0.00291478519671	0.00332956418675	0.0069462137771	0.000178679114645	0.7	0.125	1.0	0.356807511737
449119247	0.000157281672477	0.00100686373891	0.037488022742	0.072988883376	0.000848725794564	0.5	0.125	0.916666666667	0.572769953052
330816423	5.9882471631e-05	0.00204785845202	0.00815952118215	0.00509567806042	6.70046679919e-05	0.5	0.125	0.5	0.600938967136
29204608	9.45132985983e-05	0.00411619548857	0.00877348337261	0.00995572890226	0.000178679114645	0.3	0.125	0.833333333333	0.0
2733660094	3.15044328661e-05	0.00113656144087	0.000909136320496	0.00769524013862	2.23348893306e-05	0.8	0.125	0.916666666667	0.474178403756
4756963587	1.587246236e-05	0.000143350091642	0.00248582028891	0.00877184580402	0.000111674446653	1.0	0.125	0.833333333333	0.0
22045364	7.69573932607e-05	0.000788425504029	0.00180919036007	0.00263979111551	0.000379693118621	0.3	0.125	0.666666666667	0.577464788732
4136625193	8.68175592722e-05	0.00307861387288	0.000149857635247	0.000166663154608	4.46697786612e-05	0.9	0.125	0.916666666667	0.694835680751
372046661	5.74775530916e-05	0.00496605674616	0.0107071009813	0.0168329786154	0.000335023339959	0.5	0.0	0.666666666667	0.732394366197
849310634	0.000120967402532	0.00133452109124	0.0108469681076	0.00214746432546	4.46697786612e-05	0.6	0.0	0.916666666667	0.366197183099
24036997	0.000449479275013	0.00620842420705	0.0583037023918	0.000120687111957	0.00113907935586	0.3	0.125	0.416666666667	0.178403755869
1141088486	5.14652567431e-05	0.000928362498251	0.00581992561612	0.000814159088602	0.0	0.7	0.0	0.666666666667	0.0
3014684283	0.0040684006931	0.020744806119	0.0391936750996	0.0296468848358	0.00107207468787	0.9	0.25	0.833333333333	0.281690140845
3293949957	0.000111588220228	0.000948841082771	0.0188266601274	0.0338824277649	0.000268018671967	0.9	0.0	0.833333333333	0.558685446009
727272715665690624	1.29865601127e-05	0.000191133455522	0.00108260788614	0.00079308673572	2.23348893306e-05	1.0	0.0	0.583333333333	0.553990610329
2752545437	8.53746081486e-05	0.000607531340767	0.0374108233542	0.085408161897	0.00035735822929	0.8	0.0	0.666666666667	0.0516431924883
